order_item_id	order_id	order_item_name	order_item_type
5867	578392	Courier	shipping
5874	590443	Blue Lotus Dried Flower Nymphaea Caerulea 100% Natural Organic Herbal Ceylon Tea	line_item
5875	590443	Bluedart/DTDC Express	shipping
5876	598139	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
5877	598139	Bluedart/DTDC Express	shipping
5878	599114	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
5879	599114	Bluedart/DTDC Express	shipping
5892	626015	Hareem Al Sultan Gold-Concentrated Perfume Oil, Arabian Perfume for Women 35ml	line_item
5893	626015	Bluedart/DTDC Express	shipping
5904	641773	Laptop DC Tip Converter 7.4x5.0 female To Type C male	line_item
5905	641773	Courier	shipping
5912	643720	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
5913	643720	Speed post	shipping
5916	643722	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover ✅	line_item
5917	643722	Courier	shipping
5920	643729	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
5921	643729	Courier	shipping
5928	643733	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
5929	643733	Bluedart/DTDC Express	shipping
5930	643737	Voltage Tester Electrical Tester Electric Tester Pen Voltage Detector 12-250V	line_item
5931	643737	Speed post	shipping
5938	643979	Needle Turntable Stylus Replacement Phonograph Record Player Turntable Needle	line_item
5939	643979	Speed post	shipping
5936	643983	LED Light Lighting Bottom Light Lamp Source Biological Microscope Adjustable	line_item
5937	643983	Speed post	shipping
5944	648669	Russian Transparent Waterproof Stickers For PC Laptop Letters Keyboard Red D9 C6	line_item
5945	648669	Speed post	shipping
5946	649707	for Insta360 GO3 silicone case for 360 GO3 sports camera protection accessories	line_item
5947	649707	Bluedart/DTDC Express	shipping
5958	654590	Ginseng Gold Polypeptide Anti-Ageing Anti-Wrinkle Essence	line_item
5959	654590	Speed post	shipping
5964	655024	Laptop DC Tip Converter 7.4x5.0 female To Type C male	line_item
5965	655024	USB Type C Female to 90 Degree Right Angle DC Connector Adapter PD Charging Power Supply Charger Converter Cable for Laptop - 4.5 3.0mm Whitney	line_item
5966	655024	Courier	shipping
5973	655033	Natural Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cov?/	line_item
5974	655033	Speed post	shipping
5987	655036	1.44MB 3.5" USB Cable Adapter To 34Pin Floppy Drive Connector U Disk To Floppy	line_item
5988	655036	Courier	shipping
5997	655046	1-4ml Scalp Applicator Liquid Guiding Hair Growth Comb Serum Oil Apply Massage	line_item
5998	655046	Speed post	shipping
6001	655047	Intelligent RC Battery Charger 9.6V Ni-MH Battery Packs Connector for Remote Toy	line_item
6002	655047	Courier	shipping
6003	655050	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6004	655050	Speed post	shipping
6005	655051	Laptop DC Tip Converter 4.0X1.7mm female To 5.5X2.1mm male	line_item
6006	655051	Courier	shipping
6011	663686	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6012	663686	Speed post	shipping
6013	663690	USB Data Cable For NIKON Coolpix-Camera UC-E6 UC-E16 7zas W3R4 1.5m/1m E9C3	line_item
6014	663690	Speed post	shipping
6017	670374	Mannequin Head Female 2 Pcs Styrofoam material Model Wig Hat glasses display choose color - White	line_item
6018	670374	Speed post	shipping
6021	675094	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6022	675094	Speed post	shipping
6025	675119	Blue Lotus Dried Flower Nymphaea Caerulea 100% Natural Organic Herbal Ceylon Tea 100g	line_item
6026	675119	Speed post	shipping
6035	675158	Laptop DC Tip Converter 4.5x3.0mm female to Type C male	line_item
6036	675158	Courier	shipping
6037	675159	1-4ml Scalp Applicator Liquid Guiding Hair Growth Comb Serum Oil Apply Massage	line_item
6038	675159	Courier	shipping
6043	675160	Waterproof Beard Pencil Filler Hair Grower Long Last Moustache Eyebrow Brush	line_item
6044	675160	Speed post	shipping
6061	675234	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6062	675234	Speed post	shipping
6063	675235	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6064	675235	Bluedart/DTDC Express	shipping
6065	675236	Laptop DC Tip Converter Type-C female To Lenovo Square tip male for Lenovo	line_item
6066	675236	Courier	shipping
6075	681607	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6076	681607	Speed post	shipping
6077	681609	100W USB Type C Male to Male Fast Charging Adapter Cable plus Connector Universal USB C Laptop Charger Converter for Dell Asus HP Acer Lenovo etc - 4.5-3.0mm (for Dell)	line_item
6078	681609	Speed post	shipping
6083	681612	100W USB Type C Fast Charging Adapter Plug Connector Universal USB C Laptop Charger Converter for Dell Asus HP Acer Lenovo etc - 4.0-1.35mm	line_item
6084	681612	Courier	shipping
6085	681613	Silicone Headphone Cord Anti-Lost Around Neck Lanyard Strap for JBLTune 115TWS	line_item
6086	681613	Courier	shipping
6089	687168	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6090	687168	Speed post	shipping
6101	711629	Darkening Shampoo Bar Soap Hair Shampoo Gray Hair Reverse Essence. 10g--new	line_item
6102	711629	Speed post	shipping
6115	727146	USB Male to 5 Pin Pluggable Terminals Solder-free USB Connector Solderless Connection Adapter Cable, Length: 30cm	line_item
6116	727146	Courier	shipping
6129	727154	Regrow 5 Day Ginger Hair Growth Cream Regrowth Treatment  Anti-Hair Loss 2023	line_item
6130	727154	Speed post	shipping
6143	727380	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6144	727380	Speed post	shipping
6148	729140	Knitting Needle Row Counter Round Crochet Weaving Stitch Marker Tool 2 Pcs different sizes	line_item
6149	729140	Cable Stitch Needle Holders for Knitting (3 Piece set)	line_item
6150	729140	Courier	shipping
6151	729180	-Audio Tape Cassette Head Cleaner Demagnetizer w/ 1 Cleaning Fluids Care Wet	line_item
6152	729180	Speed post	shipping
6155	729193	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6156	729193	Speed post	shipping
6157	731293	Batana Oil Jar 100% Pure Ojon Oil 3 oz Net weight	line_item
6158	731293	Bluedart/DTDC Express	shipping
6163	731437	Cell Phone Signal Enhancement Signal Booster 6th Generation Stickers Energy S8Y1	line_item
6164	731437	Speed post	shipping
6172	737911	Afghan Tunisian Aluminum Crochet Hook Knitting Needle Hand Knit Tool With an Eye Knitting Sewing Needles Crochet Hooks 1 or 3pcs choose thickness - 4.0mm	line_item
6173	737911	Speed post	shipping
6182	738149	100W Type-C DC Power Adapter Jack Connector USB Type C to Universal Fast Charging Cable Cord for Lenovo Asus Hp Acer Laptop	line_item
6183	738149	Speed post	shipping
6190	739782	Samsung Pro Plus Micro SD Card Memory Card 32GB 64GB 128GB 256GB Wholesale Bulk	line_item
6191	739782	Courier	shipping
6196	739807	Wig Cap 2 Pcs per pack Polyester Stretchy fabric For Wig Hair Extensions Wig making choose color - Brown	line_item
6197	739807	Speed post	shipping
6198	739810	Darka Anti-greying Hair Serum, Darka Pro Anti-greying Hair Serum	line_item
6199	739810	Speed post	shipping
6206	739823	Square Male -to- to 5.5 x 2.5mm Female Connector with 15cm Cable Adapter - Suitable for Lenovo Thinkpad Laptop	line_item
6207	739823	Courier	shipping
6208	739824	Laptop DC Tip Converter Type-C female To 4.0x1.35mm male for ASUS ZenBook	line_item
6209	739824	Speed post	shipping
6226	743467	Kolinsky Acrylic Nail Art Brush Manicure Powder Wood Handle Supply Tools Pro New	line_item
6227	743467	Speed post	shipping
6230	746218	Magnetic Adapter Micro to Type C to Type C Converter Micro to Lightning Magnet Adapter DataOTG for iPhone Samsung Xiaomi - for iPhone tip	line_item
6231	746218	Courier	shipping
6234	747154	Laptop DC Tip Converter Type-C female To 7.4x5.0mm male 90 Degree	line_item
6235	747154	Bluedart/DTDC Express	shipping
6236	747583	Sandisk Micro SD Card Ultra Memory Card 32GB 64GB 128GB256GB Wholesale Batch	line_item
6237	747583	Courier	shipping
6238	747832	Anti-Slip Mice Skin for Razer Viper Ultimate Wired Mouse Side Grips Back Tape	line_item
6239	747832	Speed post	shipping
6242	748818	Blue Lotus Dried Flower Nymphaea Caerulea 100% Natural Organic Herbal Ceylon Tea 40g	line_item
6243	748818	Speed post	shipping
6248	749890	Micro USB Male to 5.5x2.1mm Female Connector Power Adapter for Micro USB Charging Device	line_item
6249	749890	Courier	shipping
6260	749897	Converter USB3.2 TYPE-E Motherboard USB2.0 9Pin to TYPE-C A-KEY Front Connector	line_item
6261	749897	Bluedart/DTDC Express	shipping
6268	749903	V-Face Beauty Device EMS V- Face Shaping Massager Remove Double Chin Face Shape	line_item
6269	749903	Bluedart/DTDC Express	shipping
6271	749904	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover ++	line_item
6272	749904	-₹590 fee	fee
6275	749905	Flash Remote PC Sync Terminal Cap +Battery Grip Cover for Fujifilm XT2 XT3  hot	line_item
6276	749905	Courier	shipping
6277	749948	Aluminum Handle + 3 Hook Needles Hair Crochet Ventilating Needles Kit for Wigs Toupee	line_item
6278	749948	Speed post	shipping
6281	751293	50mm Headset Driver Hifi Headphone Speaker Unit 112db 32ohm Earphone Diy	line_item
6282	751293	Speed post	shipping
6283	752292	PD Spoof Adapter Plug Converter USB Type C Male to 7.4 x 5.0mm 4.5 x 3.0mm 5.5 x 2.5mm Female Laptop Dc Power Jack Connector Fast Charging Converter Laptop Power Converter - 7.4x5.0MM female head	line_item
6284	752292	Laptop DC Tip Converter Type-C female To 7.4x5.0mm male 90 Degree	line_item
6285	752292	Bluedart/DTDC Express	shipping
6286	754654	5 Pairs Manga Lashes New Arrival Anime Cosplay Natural Arti Korean Makeup T9P6	line_item
6287	754654	Courier	shipping
6292	754691	120W for IPhone Huawei Female to Type C USB-C Male Charger Adapter Converter U7	line_item
6293	754691	Speed post	shipping
6300	754703	2Set for  G102 Mouse Skates Mice Upgrade Kit Curved Edges Mouse Feet Pad	line_item
6301	754703	Courier	shipping
6304	754706	Laptop DC Tip Converter 7.4X5.0mm female To 4.5X3.0mm male for HP	line_item
6305	754706	Courier	shipping
6306	754707	Avast VPN Secure Line 1 Device 1, 2 or 3 Years Global Official License	line_item
6307	754707	Courier	shipping
6315	754711	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover	line_item
6316	754711	Speed post	shipping
6319	754712	For Samsung-Galaxy Buds Pro Wireless Charging Protective Shell Case Earphone Bag	line_item
6320	754712	Speed post	shipping
6323	754716	Lightning to Dual Lightning Adapter Charging Cable with Built-In Ring Holder Headphone Frequency Adapter Cable For Charging And Listening To Songs	line_item
6324	754716	Speed post	shipping
6345	761460	ET-74B Reversible Lens Hood for EF 70-300mm f/4-5.6 is II ,RF 100-400mm	line_item
6346	761460	Bluedart/DTDC Express	shipping
6353	764466	Mouse Skate Stickers Rounded Curved Edges Mouse Feet Pad for logitech G304 G305	line_item
6354	764466	Speed post	shipping
6359	764473	4pcs Gold Plated Copper BFA Z-Type 4mm Banana Plug Speaker Cable Connector	line_item
6360	764473	Speed post	shipping
6363	764992	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item
6364	764992	Bluedart/DTDC Express	shipping
6365	765613	Laptop DC Tip Converter 7.4X5.0mm female To 5.5X2.1mm male	line_item
6366	765613	Courier	shipping
6367	766112	Microphone for  G PRO / G PRO X Gaming Headset 3.5mm Microphone Boom	line_item
6368	766112	Speed post	shipping
6371	768069	Plastic Needle Wholesale Large Eye needle 100 Nos for Wool Sewing Embroidery Tapestry Cross Darning Stitchery Craft Choose length - 7cm	line_item
6372	768069	Speed post	shipping
6373	768890	Laptop DC Tip Converter 4.5X3.0mm female To 5.5X2.1mm male	line_item
6374	768890	Bluedart/DTDC Express	shipping
6375	769394	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover	line_item
6376	769394	Speed post	shipping
6383	772409	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 2-3	line_item
6384	772409	Courier	shipping
6401	772461	Wig comb clips 7 teeth for full lace wig cap wig accessories cloth wig clips black color - 10 Pcs	line_item
6402	772461	Courier	shipping
6407	772468	Nasal Hair Cutter 360Degree Rotating, Nasal Clippers for Men Women Safe Portabl~	line_item
6408	772468	Speed post	shipping
6419	772488	Headset Soft Ear Pads Covers for  WH-CH400 Headphone Earpads Spare Parts	line_item
6420	772488	Courier	shipping
6443	772511	Flower Tea Chrysanthemum Tea Chinese Herbal Tea Reduce Internal Heat Health Care	line_item
6444	772511	Courier	shipping
6447	772516	REN Advanced Collagen Boost Anti Aging Serum, Reduces Wrinkle Face Serum_	line_item
6448	772516	Courier	shipping
6459	772518	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6460	772518	Courier	shipping
6465	772547	USB Boost Converter for Amazon Echo Dot (3rd & 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube	line_item
6466	772547	Shipping	shipping
6467	772548	136 Keys EVANGELION-02 Keycaps EVA Second Machine MA Profile PBT Dye-Sub Keycaps	line_item
6468	772548	Shipping	shipping
6472	772552	Laptop DC Tip Converter 4.5x3.0mm female to Type C male	line_item
6473	772552	Shipping	shipping
6474	772553	600 Sea Buckthorn Seeds Hippophae rhamnoides Organic Fruit	line_item
6475	772553	Shipping	shipping
6476	772554	Laptop DC Tip Converter 5.5 x 2.1mm female To 2.0 x 0.5mm male	line_item
6477	772555	Ginseng Gold Polypeptide Anti-Ageing Anti-Wrinkle Essence	line_item
6478	772555	Shipping	shipping
6479	772556	USB Power Cable for Amazon Echo Dot (3rd & 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube	line_item
6480	772556	Courier	shipping
6481	772557	Stitch Markers Locking type 50 Nos Mixed Color Plastic for Hand Knitting Wool Sewing Crochet Clip Knitting Crochet Markers	line_item
6482	772557	Ring Stitch Markers 25 Nos Mixed Color Split ring markers for Knitting Wool Sewing Embroidery Tapestry Cross Darning Stitchery	line_item
6483	772557	Shipping	shipping
6485	772558	For Thinkpad P52 X395 L850-GL T480 X280 X395 Internal WWAN LTE 4G Antenna	line_item
6486	772558	Bluedart/DTDC Express Shipping	shipping
6487	772559	For Grace Tonearm rider weight	line_item
6488	772559	Bluedart/DTDC Express Shipping	shipping
6489	772559	₹100 Extra feee for COD	fee
6490	772559	Amount to Pay at the time of delivery	fee
6491	772561	SO-DIMM To PC DIMM Card DDR3 DDR4 DDR5 Laptop To Desktop MemoryRAMConnector Car]	line_item
6492	772561	Courier	shipping
6493	772561	Extra fee for COD	fee
6494	772561	Amount to pay at the time of delivery	fee
6495	772566	HD 1080P Digital Mini Camera Glasses Audio Video Recorder  Camera 32GB Cam	line_item
6496	772566	Speed post	shipping
6497	772567	For HTC U11 Denoise Earphone USB Type-C Microphone Sport Headset	line_item
6498	772567	Speed post	shipping
6499	772568	30ml New Orange Exfoliating Whitening Gel Scrub Face Body Brigtening Skin ✅	line_item
6500	772568	Bluedart/DTDC Express	shipping
6503	772569	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon 5kg Nymphaea Caerulea	line_item
6504	772569	Bluedart/DTDC Express	shipping
6507	772570	5 Pair 8D Fluffy Eyelashes Lash Extension Faux Mink Long False Lashes Messy N	line_item
6508	772570	Speed post	shipping
6509	772571	DJI Mavic Air 2S Front vision position sensor System Module Drone Repair Parts f	line_item
6510	772571	Speed post	shipping
6519	772574	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6520	772574	Speed post	shipping
6521	772575	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item
6522	772575	Courier	shipping
6523	772576	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6524	772576	Speed post	shipping
6525	772577	Camera Mount Brackets Base for  Camera C33 Security Dome IP Camera Mount	line_item
6526	772577	Speed post	shipping
6527	772594	Laptop DC Tip Converter 5.5 x 2.1mm female To 4.0 x 1.7mm male for HP Compaq & Others	line_item
6528	772594	Courier	shipping
6529	772605	2x For FIMI X8SE Quick Release Propeller Foldable Accessories	line_item
6530	772605	Speed post	shipping
6531	772610	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6532	772610	Extra fee for COD	fee
6533	772610	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6534	772610	Courier	shipping
6535	772611	100% Pure Ceylon ALBA Grade Cinnamon Sticks Organic Sri Lanka Finest Quality Oz	line_item
6536	772611	Speed post	shipping
6537	772612	Beard Brush Man Hair Comb Hairdressing Scissors Fade Brush Barber Tool New Black	line_item
6538	772612	Extra fee for COD	fee
6539	772612	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6540	772612	Courier	shipping
6541	772613	La Roche Posay Niacinamide 10 Face Serum Brightening and Anti-Aging Facial Serum	line_item
6542	772613	Courier	shipping
6545	772614	Stainless Steel Double Ends Measuring Spoon With Scale Coffee Scoop Tablespoon	line_item
6546	772614	Speed post	shipping
6547	772615	Stainless Steel Double Ends Measuring Spoon With Scale Coffee Scoop Tablespoon	line_item
6548	772615	Extra fee for COD	fee
6549	772615	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6550	772615	Speed post	shipping
6551	772618	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item
6552	772618	Courier	shipping
6553	772619	USB Power Cable for Amazon Echo Dot (3rd & 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube	line_item
6554	772619	Bluedart/DTDC Express	shipping
6555	772620	USB Power Cable for Amazon Echo Dot (3rd & 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube	line_item
6556	772620	Extra fee for COD	fee
6557	772620	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6558	772620	Bluedart/DTDC Express	shipping
6559	772621	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6560	772621	Extra fee for COD	fee
6561	772621	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6562	772621	Courier	shipping
6563	772622	Original DJI Mavic Mini Mini2 Body Shell Middle Frame Bottom Upper Battery Cover	line_item
6564	772622	Extra fee for COD	fee
6565	772622	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6566	772622	Bluedart/DTDC Express	shipping
6567	772625	SomnAmbulist M.2 2280 2TB SATA III 6Gb/s 2500MB/S Internal Solid State Drive PC	line_item
6568	772625	Extra fee for COD	fee
6569	772625	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6570	772625	Speed post	shipping
6573	772627	Left+Right Ear Pads Cushions 4*Pads For 3M WorkTunes Connect Hearing Protector	line_item
6574	772627	Extra fee for COD	fee
6575	772627	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6576	772627	Speed post	shipping
6577	772628	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6578	772628	Extra fee for COD	fee
6579	772628	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6580	772628	Courier	shipping
6585	773601	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6586	773601	Extra fee for COD	fee
6587	773601	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6588	773601	Speed post	shipping
6589	773602	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6590	773602	Extra fee for COD	fee
6591	773602	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6592	773602	Courier	shipping
6593	773604	Bluedart/DTDC Express	shipping
6594	773604	Sweet Potato Seeds 20 Yellow Sweet Potato Seeds Koali Ipomoea batatas Organic	line_item
6599	773605	Car Charger for Amazon Echo 3 Gen Echo Plus (2nd gen) Echo Show 8, Echo Show (2nd Gen) R9P2A5 3rd gen / L4S3RE 4th gen Echo Show 10 (3rd gen) Echo Show 8 Echo Show 15	line_item
6600	773605	Speed post	shipping
6603	773609	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6604	773609	Courier	shipping
6605	773611	Roasted Natural Tartary Buckwheat Tea Loose Leaf Organic Herbal Tea Green Tea	line_item
6606	773611	Extra fee for COD	fee
6607	773611	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6608	773611	Speed post	shipping
6633	773900	For Jabra Elite 85t 700mAh Battery Charger Shell Case Wireless Charging Box	line_item
6634	773900	Bluedart/DTDC Express	shipping
6625	773902	DJI MINI3 PRO Empty Gimbal Roll/Yaw Arm Cover Motor Rubber PTZ 7 in 1 Flex Cable	line_item
6626	773902	Speed post	shipping
6627	773902	Extra fee for COD	fee
6628	773902	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6621	773903	REN Advanced Collagen Boost Anti Aging Serum,Reduce Wrinkle Face Serum 1/2/3/5.	line_item
6622	773903	Speed post	shipping
6623	773903	Extra fee for COD	fee
6624	773903	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6611	773906	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item
6612	773906	Courier	shipping
6613	773906	Extra fee for COD	fee
6614	773906	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6609	773907	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A  	line_item
6610	773907	Courier	shipping
6635	773909	For Jabra Elite 85t 700mAh Battery Charger Shell Case Wireless Charging Box	line_item
6636	773909	Bluedart/DTDC Express	shipping
6637	773909	Extra fee for COD	fee
6638	773909	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6639	773916	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6640	773916	Courier	shipping
6641	773919	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6642	773919	Extra fee for COD	fee
6643	773919	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6644	773919	Courier	shipping
6645	774031	Eyelash Growth Serum Liquid Eyelash Enhancer Vitamin E Treatment Lash lift Ey?	line_item
6646	774031	Extra fee for COD	fee
6647	774031	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6648	774031	Speed post	shipping
6649	774041	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++	line_item
6650	774041	Extra fee for COD	fee
6651	774041	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6652	774041	Speed post	shipping
6653	774047	1 Piece Kolinsky Acrylic Nail Art Brush Manicure Powder Wood Handle Supply Tools Pro New	line_item
6654	774047	Speed post	shipping
6655	774053	200 Cinnamon Tree Seeds Cinnamomum verum Organic Fast Growing plant seeds Ceylon	line_item
6656	774053	Speed post	shipping
6657	774054	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item
6658	774054	Extra fee for COD	fee
6659	774054	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6660	774054	Bluedart/DTDC Express	shipping
6663	774063	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon 5kg Nymphaea Caerulea	line_item
6664	774063	Speed post	shipping
6665	774064	150g Red Bean and Coix Seed Tea Chixiaodou Qianshi Yirencha Healthy Herbal Tea	line_item
6666	774064	Extra fee for COD	fee
6667	774064	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6668	774064	Speed post	shipping
6669	774066	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item
6670	774066	Extra fee for COD	fee
6671	774066	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6672	774066	Speed post	shipping
6673	774070	5Pairs False Eyelashes Strip Lashes Colored Natural Wispy Fluffy Curl Extension`	line_item
6674	774070	Speed post	shipping
6675	774071	30ml New Orange Exfoliating Whitening Gel Scrub Face Body Brigtening Skin ✅	line_item
6676	774071	Speed post	shipping
6677	774073	30ml New Orange Exfoliating Whitening Gel Scrub Face Body Brigtening Skin ✅	line_item
6678	774073	Extra fee for COD	fee
6679	774073	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6680	774073	Speed post	shipping
6681	774114	DJI Mavic 3 Front Motor Arm Rear Motor Arm Upper Shell Middle Frame Bottom Shell	line_item
6682	774114	Extra fee for COD	fee
6683	774114	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6684	774114	Speed post	shipping
6685	774117	Celtic Sea Salt FIne Dry , Organic mix size Hand harvested sea salt Celtic 50 gm	line_item
6686	774117	Extra fee for COD	fee
6687	774117	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6688	774117	Speed post	shipping
6689	774118	DJI Mini 3 Pro Motor Arms Body Shell Middle Frame Bottom Upper Cover Mini3 Case	line_item
6690	774118	Extra fee for COD	fee
6691	774118	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6692	774118	Speed post	shipping
6693	774123	Storage Bag Lens Cover Lanyard Mount for Insta360 GO 3 Action Camera Accessories	line_item
6694	774123	Bluedart/DTDC Express	shipping
6695	774125	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon Nymphaea Caerulea	line_item
6696	774125	Extra fee for COD	fee
6697	774125	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6698	774125	Courier	shipping
6703	774146	150g Red Bean and Coix Seed Tea Chixiaodou Qianshi Yirencha Healthy Herbal Tea	line_item
6704	774146	Speed post	shipping
6705	774147	150g Red Bean and Coix Seed Tea Chixiaodou Qianshi Yirencha Healthy Herbal Tea	line_item
6706	774147	Extra fee for COD	fee
6707	774147	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6708	774147	Speed post	shipping
6709	774148	Natural Hair Growth Oil -Veganic Organic Natural Hair Growth	line_item
6710	774148	Extra fee for COD	fee
6711	774148	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6712	774148	Speed post	shipping
6715	774151	LM1875T mono boom level power 30W amplifier board speaker power amplifier PCB production DIY kit LM1875	line_item
6716	774151	Speed post	shipping
6717	774152	150g Red Bean and Coix Seed Tea Chixiaodou Qianshi Yirencha Healthy Herbal Tea	line_item
6718	774152	Extra fee for COD	fee
6719	774152	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6720	774152	Speed post	shipping
6721	774153	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon Nymphaea Caerulea	line_item
6722	774153	Extra fee for COD	fee
6723	774153	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6724	774153	Speed post	shipping
6727	774155	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item
6728	774155	Speed post	shipping
6737	774157	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon Nymphaea Caerulea 25grams	line_item
6738	774157	Extra fee for COD	fee
6739	774157	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6740	774157	Speed post	shipping
6747	774165	3.7V 2600mAh New RC Drone Battery Uav Stable For E88 Mini For Replacement	line_item
6748	774165	Extra fee for COD	fee
6749	774165	Amount to Pay at the time of delivery (Money-order fee extra)	fee
6750	774165	Speed post	shipping
6751	774166	2 Sets/pack Tiger Gaming Mouse Feet Mouse Skate For  G Pro Wireless Mice	line_item
6752	774166	Speed post	shipping
6760	774198	Wireless Bluetooth Headset Mini Small Running Sports Headset Popular,	line_item
6762	774198	Speed post	shipping
